Code_geo,nom_projet,nom_rue,nb_unites,unites_typ,hlm_famill,hlm_pa,hlm_autres,projettype,type_prog,an_orig,an_effect,arrond,villelie,qr,localisati,aired_id,longitude,latitude,xnad83,ynad83
"126",Guizot,Casgrain,"12",logement,"12","0","0",HLM,,"1991",,Villeray–Saint-Michel–Parc-Extension,,"12",Aire de diffusion,"24660468",-73.631878725643801,45.541135486833902,294501.152610503719188,5044588.538972349837422
"127",Émile-Nelligan II,Casgrain,"3",logement,"3","0","0",HLM,,"1983",,Le Plateau-Mont-Royal,,"34",Aire de diffusion,"24661434",-73.592709495110498,45.525345476872403,297557.981442777323537,5042829.499088549986482
"128",Pelletier,De Chambly,"29",logement,"27","0","2",HLM,,"1993",,Rosemont–La Petite-Patrie,,"19",Aire de diffusion,"24662051",-73.556304876617602,45.550020308491298,300403.657866864872631,5045569.003244187682867
"129",Morgan-Lafontaine,De Chambly,"34",logement,"34","0","0",HLM,,"1975",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661763",-73.542212990056697,45.545223625823702,301503.686374982877169,5045035.266062190756202
"130",PLM REST. 732-5 (Chambly-Visitation),De Chambly,"2",logement,"2","0","0",HLM,,"1977",,Mercier–Hochelaga-Maisonneuve,,"29",Aire de diffusion,"24661758",-73.546446629930500,45.545787488766997,301173.127603727276437,5045098.111475070007145
"131",Morgan-Lafontaine,De Chambly,"9",logement,"9","0","0",HLM,,"1975",,Mercier–Hochelaga-Maisonneuve,,"29",Aire de diffusion,"24661758",-73.546446629930500,45.545787488766997,301173.127603727276437,5045098.111475070007145
"132",Bloomfield,Champagneur,"12",logement,"12","0","0",HLM,,"1979",,Villeray–Saint-Michel–Parc-Extension,,"11",Aire de diffusion,"24661525",-73.625457270481704,45.526819998641997,295000.139288154721726,5042996.839315921068192
"133",Lafontaine A et B,De Champlain,"11",logement,"11","0","0",HLM,,"1979",,Ville-Marie,,"30",Aire de diffusion,"24661865",-73.554478766203601,45.522283389336998,300544.150677097029984,5042486.469391659833491
"134",Papineau B,De Champlain,"9",logement,"9","0","0",HLM,,"1979",,Ville-Marie,,"30",Aire de diffusion,"24661884",-73.558687093515402,45.524535796021901,300215.581556942313910,5042737.013007298111916
"135",Papineau C et D,De Champlain,"12",logement,"12","0","0",HLM,,"1978",,Ville-Marie,,"30",Aire de diffusion,"24661884",-73.558687093515402,45.524535796021901,300215.581556942313910,5042737.013007298111916
"136",Papineau C et D,De Champlain,"12",logement,"12","0","0",HLM,,"1978",,Ville-Marie,,"30",Aire de diffusion,"24661884",-73.558687093515402,45.524535796021901,300215.581556942313910,5042737.013007298111916
"137",Chapleau,Chapleau,"18",logement,"16","0","2",HLM,,"1986",,Rosemont–La Petite-Patrie,,"16",Aire de diffusion,"24662032",-73.581708701094797,45.542519063613803,298419.252790147147607,5044737.085281918756664
"138",Charland,Charland,"16",logement,"16","0","0",HLM,,"1988",,Villeray–Saint-Michel–Parc-Extension,,"7",Aire de diffusion,"24662641",-73.641098710243696,45.567876018875197,293786.358073743700515,5047561.478480730205774
"139",De la Merci I,Charland,"6",logement,"6","0","0",HLM,,"1991",,Villeray–Saint-Michel–Parc-Extension,,"7",Aire de diffusion,"24662638",-73.637699480385777,45.571934099372115,294052.463321190385614,5048011.999277319759130
"140",De la Merci I,Charland,"6",logement,"6","0","0",HLM,,"1991",,Villeray–Saint-Michel–Parc-Extension,,"7",Aire de diffusion,"24662638",-73.637699480385777,45.571934099372115,294052.463321190385614,5048011.999277319759130
"141",De Châteauguay III,Charlevoix,"6",logement,"6","0","0",HLM,,"1977",,Le Sud-Ouest,,"47",Aire de diffusion,"24661133",-73.563651733121304,45.474157075597802,299823.326158241950907,5037138.700048910453916
"142",De Châteauguay III,Charlevoix,"6",logement,"6","0","0",HLM,,"1977",,Le Sud-Ouest,,"47",Aire de diffusion,"24661134",-73.566520830626402,45.474783711947303,299599.060568890476134,5037208.519778599962592
"143",Vinet A et B,Charlevoix,"12",logement,"12","0","0",HLM,,"1977",,Le Sud-Ouest,,"51",Aire de diffusion,"24661118",-73.576437481470904,45.482864028552200,298824.580131376278587,5038107.175123689696193
"144",Coleraine-Saint-Gabriel,Charon,"52",logement,"52","0","0",HLM,,"1973",,Le Sud-Ouest,,"47",Aire de diffusion,"24661242",-73.549300976563757,45.479607004106214,300945.725835017743520,5037743.562014246359468
"145",Alexandra,Charon,"67",logement,"65","0","2",HLM,,"1991",,Le Sud-Ouest,,"47",Aire de diffusion,"24661243",-73.552790430719497,45.478362369382900,300672.834838442096952,5037605.419018480926752
"146",Wellington-Centre,Charon,"7",logement,"7","0","0",HLM,,"1974",,Le Sud-Ouest,,"47",Aire de diffusion,"24661243",-73.552790430719497,45.478362369382900,300672.834838442096952,5037605.419018480926752
"147",Coleraine-Saint-Gabriel,Charon,"4",logement,"4","0","0",HLM,,"1973",,Le Sud-Ouest,,"47",Aire de diffusion,"24661250",-73.560531169849156,45.479707351353404,300067.775082090229262,5037755.313593825325370
"148",Charlevoix,Châteauguay,"77",logement,"0","77","0",HLM,,"1980",,Le Sud-Ouest,,"47",Aire de diffusion,"24662127",-73.569931526177498,45.476679383105598,299332.578232538187876,5037419.412023088894784
"149",De Châteauguay I et II,Châteauguay,"5",logement,"5","0","0",HLM,,"1976",,Le Sud-Ouest,,"47",Aire de diffusion,"24661128",-73.565092211241506,45.480009874020901,299711.227782073721755,5037789.211664999835193
"150",De Châteauguay I et II,Châteauguay,"5",logement,"5","0","0",HLM,,"1976",,Le Sud-Ouest,,"47",Aire de diffusion,"24661128",-73.565092211241506,45.480009874020901,299711.227782073721755,5037789.211664999835193
"151",De Châteauguay I et II,Châteauguay,"6",logement,"6","0","0",HLM,,"1976",,Le Sud-Ouest,,"47",Aire de diffusion,"24661129",-73.566243842865504,45.478362233342899,299621.044703763909638,5037606.182886020280421
"152",Wellington-Centre,Châteauguay,"30",logement,"30","0","0",HLM,,"1975",,Le Sud-Ouest,,"47",Aire de diffusion,"24662127",-73.569931526177498,45.476679383105598,299332.578232538187876,5037419.412023088894784
"153",Les Jardins Angevin,Châteauneuf,"107",logement,"0","107","0",HLM,,"1977",,Anjou,,"73",Aire de diffusion,"24660181",-73.558037601430698,45.604438833609599,300272.740060797019396,5051616.736023190431297
"154",Les Jardins Châteauneuf,Châteauneuf,"98",logement,"0","98","0",HLM,,"1978",,Anjou,,"73",Aire de diffusion,"24660181",-73.558037601430698,45.604438833609599,300272.740060797019396,5051616.736023190431297
"155",Les Jardins Chaumont,Chaumont,"48",logement,"0","48","0",HLM,,"1988",,Anjou,,"73",Aire de diffusion,"24660163",-73.545917992624993,45.611178602591401,301218.566767914046068,5052365.130858299322426
"156",Christophe-Colomb,Christophe-Colomb,"47",logement,"0","47","0",HLM,,"1993",,Rosemont–La Petite-Patrie,,"15",Aire de diffusion,"24661452",-73.599618680761907,45.537497758276899,297019.944863422424532,5044180.641202599741518
"157",Saint-Étienne,Christophe-Colomb,"30",logement,"26","0","4",HLM,,"1988",,Rosemont–La Petite-Patrie,,"15",Aire de diffusion,"24661447",-73.596684770607695,45.535653264957098,297248.831550626084208,5043975.380398400127888
"158",Émile-Nelligan II,Clark,"4",logement,"2","0","2",HLM,,"1983",,Le Plateau-Mont-Royal,,"34",Aire de diffusion,"24661429",-73.593429057595998,45.522502439495199,297501.405074722715653,5042513.614937909878790
"159",Sainte-Croix,Clark,"65",logement,"0","60","5",HLM,,"1989",,Le Plateau-Mont-Royal,,"35",Aire de diffusion,"24661962",-73.584938716054594,45.518764053342601,298164.223561731982045,5042097.428319019265473
"160",Coleraine-Saint-Gabriel,Coleraine,"6",logement,"6","0","0",HLM,,"1973",,Le Sud-Ouest,,"47",Aire de diffusion,"24661131",-73.562987353703306,45.476486212354999,299875.474189972213935,5037397.495976430363953
"161",Plateau Mont-Royal,Coloniale,"12",logement,"12","0","0",HLM,,"1973",,Le Plateau-Mont-Royal,,"34",Aire de diffusion,"24661423",-73.587527979119201,45.521316064973199,297962.248363618447911,5042381.252692989073694
"162",Plateau Mont-Royal,Coloniale,"4",logement,"4","0","0",HLM,,"1980",,Le Plateau-Mont-Royal,,"35",Aire de diffusion,"24663346",-73.572447310537498,45.516075965662999,299139.836179623031057,5041797.742758589796722
"163",Plateau Mont-Royal,Coloniale,"3",logement,"3","0","0",HLM,,"1973",,Le Plateau-Mont-Royal,,"35",Aire de diffusion,"24661946",-73.576672615343000,45.516568222504098,298809.773777426045854,5041852.754116890020669
"164",Lafontaine A et B,Coloniale,"6",logement,"6","0","0",HLM,,"1979",,Le Plateau-Mont-Royal,,"35",Aire de diffusion,"24661946",-73.576672615343000,45.516568222504098,298809.773777426045854,5041852.754116890020669
"165",Villeneuve B,Coloniale,"15",logement,"15","0","0",HLM,,"1977",,Le Plateau-Mont-Royal,,"35",Aire de diffusion,"24661963",-73.584586700270094,45.520283098773902,298191.902359446510673,5042266.212046721018851
"166",Villeneuve A,Coloniale,"7",logement,"7","0","0",HLM,,"1976",,Le Plateau-Mont-Royal,,"35",Aire de diffusion,"24661963",-73.584586700270094,45.520283098773902,298191.902359446510673,5042266.212046721018851
"167",Parc Campbell I,Coursol,"28",logement,"28","0","0",HLM,,"1972",,Le Sud-Ouest,,"51",Aire de diffusion,"24663434",-73.574527289734405,45.489194396464697,298974.559880675107706,5038810.529649750329554
"168",Parc Campbell I,Coursol,"5",logement,"5","0","0",HLM,,"1972",,Le Sud-Ouest,,"51",Aire de diffusion,"24663434",-73.574527289734405,45.489194396464697,298974.559880675107706,5038810.529649750329554
"169",PLM REST. 370-1 (Petite-Bourgogne),Coursol,"1",logement,"1","0","0",HLM,,"1973",,Le Sud-Ouest,,"51",Aire de diffusion,"24661114",-73.576319382301307,45.486886026111698,298834.236946834134869,5038554.131490099243820
"170",PLM REST. 370-1 (Petite-Bourgogne),Coursol,"1",logement,"1","0","0",HLM,,"1973",,Le Sud-Ouest,,"51",Aire de diffusion,"24663436",-73.578763983584594,45.486989547668401,298643.157685645215679,5038565.820274161174893
"171",PLM REST. 370-2 (Petite-Bourgogne),Coursol,"1",logement,"1","0","0",HLM,,"1974",,Le Sud-Ouest,,"51",Aire de diffusion,"24663436",-73.578763983584594,45.486989547668401,298643.157685645215679,5038565.820274161174893
"172",PLM REST. 370-2 (Petite-Bourgogne),Coursol,"1",logement,"1","0","0",HLM,,"1974",,Le Sud-Ouest,,"51",Aire de diffusion,"24663436",-73.578763983584594,45.486989547668401,298643.157685645215679,5038565.820274161174893
"173",PLM REST. 370-1 (Petite-Bourgogne),Coursol,"2",logement,"2","0","0",HLM,,"1973",,Le Sud-Ouest,,"51",Aire de diffusion,"24663436",-73.578763983584594,45.486989547668401,298643.157685645215679,5038565.820274161174893
"174",PLM REST. 370-1 (Petite-Bourgogne),Coursol,"6",logement,"6","0","0",HLM,,"1973",,Le Sud-Ouest,,"51",Aire de diffusion,"24661116",-73.578611222672905,45.485158038819002,298654.899605617218185,5038362.272706889547408
"175",PLM REST. 370-1 (Petite-Bourgogne),Coursol,"6",logement,"6","0","0",HLM,,"1973",,Le Sud-Ouest,,"51",Aire de diffusion,"24661116",-73.578611222672905,45.485158038819002,298654.899605617218185,5038362.272706889547408
"176",PLM REST. 370-1 (Petite-Bourgogne),Coursol,"6",logement,"6","0","0",HLM,,"1973",,Le Sud-Ouest,,"51",Aire de diffusion,"24661116",-73.578611222672905,45.485158038819002,298654.899605617218185,5038362.272706889547408
"177",De Courtrai,Courtrai,"20",logement,"20","0","0",HLM,,"1994",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"43",Aire de diffusion,"24663273",-73.643346882643897,45.498366184608898,293597.081775798287708,5039837.086867620237172
"178",Cousineau,Cousineau,"56",logement,"0","56","0",HLM,,"1993",,Ahuntsic-Cartierville,,"1",Aire de diffusion,"24662485",-73.718561269034495,45.526508319434001,287727.400257652159780,5042977.782014349475503
"179",Cousineau,Cousineau,"3",logement,"3","0","0",HLM,,"1993",,Ahuntsic-Cartierville,,"1",Aire de diffusion,"24662485",-73.718561269034495,45.526508319434001,287727.400257652159780,5042977.782014349475503
"180",Cousineau,Cousineau,"3",logement,"2","0","1",HLM,,"1993",,Ahuntsic-Cartierville,,"1",Aire de diffusion,"24662485",-73.718561269034495,45.526508319434001,287727.400257652159780,5042977.782014349475503
"181",Cousineau,Cousineau,"3",logement,"3","0","0",HLM,,"1993",,Ahuntsic-Cartierville,,"1",Aire de diffusion,"24662485",-73.718561269034495,45.526508319434001,287727.400257652159780,5042977.782014349475503
"182",Cousineau,Cousineau,"3",logement,"3","0","0",HLM,,"1993",,Ahuntsic-Cartierville,,"1",Aire de diffusion,"24662485",-73.718561269034495,45.526508319434001,287727.400257652159780,5042977.782014349475503
"183",Cousineau,Cousineau,"3",logement,"3","0","0",HLM,,"1993",,Ahuntsic-Cartierville,,"1",Aire de diffusion,"24662485",-73.718561269034495,45.526508319434001,287727.400257652159780,5042977.782014349475503
"184",Cousineau,Cousineau,"3",logement,"3","0","0",HLM,,"1993",,Ahuntsic-Cartierville,,"1",Aire de diffusion,"24662485",-73.718561269034495,45.526508319434001,287727.400257652159780,5042977.782014349475503
"185",Cousineau,Cousineau,"3",logement,"3","0","0",HLM,,"1993",,Ahuntsic-Cartierville,,"1",Aire de diffusion,"24662485",-73.718561269034495,45.526508319434001,287727.400257652159780,5042977.782014349475503
"186",Cousineau,Cousineau,"3",logement,"3","0","0",HLM,,"1993",,Ahuntsic-Cartierville,,"1",Aire de diffusion,"24662485",-73.718561269034495,45.526508319434001,287727.400257652159780,5042977.782014349475503
"187",Cousineau,Cousineau,"3",logement,"3","0","0",HLM,,"1993",,Ahuntsic-Cartierville,,"1",Aire de diffusion,"24662485",-73.718561269034495,45.526508319434001,287727.400257652159780,5042977.782014349475503
"188",Cousineau,Cousineau,"3",logement,"3","0","0",HLM,,"1993",,Ahuntsic-Cartierville,,"1",Aire de diffusion,"24662485",-73.718561269034495,45.526508319434001,287727.400257652159780,5042977.782014349475503
"189",Gérard-Poitras,Couture,"50",logement,"50","0","0",HLM,,"1991",,Saint-Léonard,,"63",Aire de diffusion,"24660302",-73.592868523012598,45.603365148364901,297555.593760703864973,5051499.971345788799226
"190",Henri-Gratton,Crémazie,"72",logement,"9","56","7",HLM,,"1990",,Villeray–Saint-Michel–Parc-Extension,,"13",Aire de diffusion,"24662607",-73.636692186583502,45.545398006498402,294126.060138558095787,5045062.867035860195756
"191",Fabre,Crémazie,"15",logement,"15","0","0",HLM,,"1989",,Villeray–Saint-Michel–Parc-Extension,,"13",Aire de diffusion,"24662620",-73.621386648302106,45.552995964405604,295322.507065014971886,5045905.317304700613022
"192",Valois,Cuvillier,"6",logement,"6","0","0",HLM,,"1987",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661918",-73.537357900204427,45.541139427302475,301882.597745479666628,5044581.195946028456092
"193",Morgan-Lafontaine,Cuvillier,"6",logement,"6","0","0",HLM,,"1975",,Mercier–Hochelaga-Maisonneuve,,"29",Aire de diffusion,"24661757",-73.547076130776901,45.544766299465600,301123.905289195827208,5044984.653998071327806
"194",Lenoir Saint-Henri,Dagenais,"6",logement,"6","0","0",HLM,,"1972",,Le Sud-Ouest,,"50",Aire de diffusion,"24661050",-73.590230525286898,45.471846821046903,297744.948725663183723,5036883.951207240112126
"195",J. Ernest Paquin,Dandurand,"57",logement,"0","52","5",HLM,,"1983",,Rosemont–La Petite-Patrie,,"18",Aire de diffusion,"24661992",-73.576822676310996,45.550299271778002,298801.636849974631332,5045601.333464629948139
"196",Dandurand,Dandurand,"6",logement,"6","0","0",HLM,,"1993",,Rosemont–La Petite-Patrie,,"18",Aire de diffusion,"24662093",-73.578898506727199,45.549937496824597,298639.515178260044195,5045561.286137379705906
"197",Madelaine-d'Aillebout,Dandurand,"80",logement,"78","0","2",HLM,,"1974",,Rosemont–La Petite-Patrie,,"18",Aire de diffusion,"24662002",-73.570651010912599,45.558229538851698,299284.300213260459714,5046482.193172611296177
"198",Valois,Darling,"6",logement,"6","0","0",HLM,,"1987",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661917",-73.541718090414250,45.536928244998926,301541.852834443096071,5044113.369926996529102
"199",Darlington,Darlington,"22",logement,"22","0","0",HLM,,"1987",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"42",Aire de diffusion,"24661313",-73.635770004628498,45.507452297835997,294190.940468292974401,5040845.802329938858747
"200",Valois,Davidson,"8",logement,"0","0","8",HLM,,"1987",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661918",-73.537357900204427,45.541139427302475,301882.597745479666628,5044581.195946028456092
"201",Saint-Germain (Davidson),Davidson,"12",logement,"12","0","0",HLM,,"1984",,Mercier–Hochelaga-Maisonneuve,,"27",Aire de diffusion,"24661748",-73.544565748109605,45.542539259312001,301319.799379315867554,5044737.048256457783282
"202",Morgan-Lafontaine,Davidson,"6",logement,"6","0","0",HLM,,"1975",,Mercier–Hochelaga-Maisonneuve,,"29",Aire de diffusion,"24661756",-73.547651132292202,45.543821760211202,301078.942089335818309,5044879.712617688812315
"203",Résidence Jules-Daigle,Dawson,"24",logement,"0","24","0",HLM,,"1994",,,Dorval,"85",Aire de diffusion,"24662240",-73.737701236289595,45.440229812643103,286203.945578311104327,5033393.891229059547186
"204",Place Lucy,Décarie,"66",logement,"0","61","5",HLM,,"1985",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"40",Aire de diffusion,"24660625",-73.638994179687302,45.487360690628797,293935.140461106086150,5038613.445332130417228
"205",Place Newman,Décarie,"62",logement,"0","51","11",HLM,,"1989",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"40",Aire de diffusion,"24660775",-73.645844992888598,45.490514318172202,293400.264128710317891,5038964.857849248684943
"206",Bourret,Décarie,"89",logement,"89","0","0",HLM,,"1992",,Côte-des-Neiges–Notre-Dame-de-Grâce,,"40",Aire de diffusion,"24660625",-73.638994179687302,45.487360690628797,293935.140461106086150,5038613.445332130417228
"207",Beaudet,Décarie,"86",logement,"0","78","8",HLM,,"1987",,Saint-Laurent,,"59",Aire de diffusion,"24660600",-73.676693873384295,45.510293402461699,290993.846700353955384,5041167.756064200773835
"208",Saint-Rémi - Delinelle,Delinelle,"11",logement,"11","0","0",HLM,,"1971",,Le Sud-Ouest,,"50",Aire de diffusion,"24661054",-73.585118623993878,45.471196049724632,298144.567525942577049,5036811.195043536834419
"209",Des Fleurs B,Delisle,"14",logement,"14","0","0",HLM,,"1978",,Le Sud-Ouest,,"51",Aire de diffusion,"24661123",-73.571805183070595,45.486168218937500,299187.033331101934891,5038474.036196620203555
